Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
34.7,66.76,69.2,loamy soil,Sugarcane,7,14,16,20-20
34.38,60.73,50.97,red soil,Oil seeds,9,11,8,DAP
33.48,62.18,48.6,black soil,Wheat,9,3,13,20-20
33.6,60.98,68.08,clayey soils,Tobacco,13,10,30,14-35-14
31.74,62.32,52.3,loamy soil,Sugarcane,6,4,40,Urea
27.11,49.05,43.91,black soil,Oil seeds,18,4,27,20-20
29.56,70.11,44.74,sandy soil,Wheat,44,0,0,20-20
33.71,58.93,43.88,loamy soil,Barley,18,0,33,DAP
21.93,44.5,63.49,red soil,Maize,15,1,7,14-35-14
33.53,60.05,37.18,red soil,Maize,12,1,40,20-20
25.31,51.61,33.05,red soil,Ground Nuts,17,0,40,DAP
31.78,65.4,52.23,sandy soil,Ground Nuts,18,0,42,10-26-26
34.68,58.89,27.43,sandy soil,Pulses,39,1,0,28-28
39.75,60.73,38.94,clayey soils,Millets,11,0,42,17-17-17
22.69,51.37,61.27,sandy soil,Oil seeds,8,0,19,Urea
24.06,40.2,34.24,black soil,Wheat,2,19,12,10-26-26
38.25,74.83,48.66,clayey soils,Sugarcane,36,0,3,17-17-17
40.0,64.51,51.07,red soil,Millets,36,0,0,28-28
35.73,71.25,45.65,clayey soils,Millets,12,3,30,20-20
31.33,52.44,48.45,black soil,Maize,40,0,2,DAP
32.64,71.49,45.45,black soil,Maize,9,17,16,14-35-14
24.83,51.23,46.97,red soil,Millets,19,0,18,28-28
30.57,73.76,66.01,loamy soil,Oil seeds,18,0,39,17-17-17
27.61,52.18,38.91,black soil,Tobacco,36,0,3,20-20
25.3,51.45,24.59,sandy soil,Barley,9,9,32,17-17-17
31.71,58.44,35.47,loamy soil,Pulses,14,0,34,Urea
25.28,55.82,32.12,clayey soils,Barley,6,12,13,10-26-26
29.97,58.25,31.86,loamy soil,Sugarcane,38,0,0,28-28
32.38,58.5,45.02,red soil,Wheat,8,0,38,20-20
30.69,59.44,51.07,sandy soil,Sugarcane,26,0,17,10-26-26
33.71,71.14,43.81,clayey soils,Millets,37,0,4,17-17-17
26.91,52.52,30.81,black soil,Cotton,17,3,41,28-28
29.32,51.48,40.11,red soil,Tobacco,20,0,22,Urea
25.99,55.37,65.56,sandy soil,Wheat,9,4,12,28-28
33.65,66.5,65.99,black soil,Wheat,9,8,32,DAP
29.23,55.19,29.27,red soil,Wheat,20,2,20,28-28
25.5,65.19,38.34,loamy soil,Oil seeds,40,0,2,Urea
26.92,56.83,44.88,loamy soil,Wheat,34,2,3,Urea
35.51,70.33,59.14,loamy soil,Paddy,40,0,0,DAP
27.1,61.29,41.14,sandy soil,Tobacco,28,3,16,10-26-26
32.66,55.25,20.0,red soil,Paddy,0,13,16,10-26-26
35.8,55.37,57.55,clayey soils,Maize,7,8,27,14-35-14
29.38,54.47,52.56,sandy soil,Maize,22,0,24,14-35-14
36.66,76.82,39.74,sandy soil,Millets,7,8,30,10-26-26
32.53,60.02,29.35,clayey soils,Wheat,10,4,42,Urea
32.66,74.93,33.56,black soil,Pulses,13,0,12,17-17-17
34.63,63.8,24.01,black soil,Maize,11,0,38,Urea
24.84,62.63,36.65,black soil,Oil seeds,7,8,28,10-26-26
29.0,44.56,33.96,red soil,Millets,16,1,16,20-20
35.26,53.82,24.93,red soil,Ground Nuts,21,2,19,Urea
33.42,55.5,64.41,black soil,Paddy,5,5,32,17-17-17
28.04,55.51,49.43,sandy soil,Wheat,40,0,4,28-28
34.9,61.86,35.47,clayey soils,Millets,22,4,26,20-20
22.34,53.62,38.61,red soil,Wheat,16,1,5,17-17-17
28.11,47.2,36.8,clayey soils,Paddy,10,0,35,20-20
34.35,66.79,51.52,black soil,Wheat,4,9,24,17-17-17
28.74,48.61,35.72,red soil,Tobacco,14,3,37,14-35-14
22.56,50.58,29.13,loamy soil,Oil seeds,12,0,17,20-20
26.95,50.63,43.0,sandy soil,Barley,28,0,14,10-26-26
26.39,54.79,46.15,sandy soil,Wheat,25,0,19,DAP
30.13,72.21,35.94,red soil,Ground Nuts,39,3,0,14-35-14
35.71,67.62,25.16,red soil,Pulses,35,0,2,17-17-17
28.88,60.85,28.57,clayey soils,Barley,19,0,40,10-26-26
27.05,44.74,56.64,red soil,Sugarcane,11,0,4,10-26-26
29.34,44.01,41.14,loamy soil,Tobacco,42,0,0,14-35-14
39.33,67.44,37.85,loamy soil,Sugarcane,7,0,37,14-35-14
28.53,59.01,60.57,clayey soils,Ground Nuts,8,0,40,28-28
23.12,58.63,37.49,black soil,Cotton,33,3,0,14-35-14
31.53,58.95,51.37,clayey soils,Paddy,17,0,21,14-35-14
33.55,60.65,58.59,red soil,Wheat,8,2,9,20-20
30.15,64.35,67.45,black soil,Pulses,14,12,11,20-20
39.81,63.65,63.69,red soil,Tobacco,11,4,37,14-35-14
34.51,52.14,70.0,clayey soils,Sugarcane,4,11,26,28-28
35.66,54.44,42.29,loamy soil,Sugarcane,26,0,18,17-17-17
25.65,62.92,28.49,sandy soil,Barley,44,0,2,14-35-14
28.51,44.09,28.38,black soil,Ground Nuts,36,0,0,10-26-26
30.09,54.43,60.02,red soil,Maize,12,0,31,17-17-17
22.27,61.81,43.11,red soil,Paddy,10,15,20,DAP
38.38,65.51,46.26,black soil,Maize,9,18,17,28-28
32.61,50.77,63.48,red soil,Ground Nuts,8,0,39,Urea
26.99,47.9,45.66,red soil,Paddy,18,0,11,10-26-26
29.77,63.41,50.3,black soil,Millets,16,0,7,17-17-17
28.27,59.38,45.0,loamy soil,Ground Nuts,13,3,41,10-26-26
33.5,53.07,46.85,red soil,Cotton,24,0,29,17-17-17
37.95,68.37,55.82,loamy soil,Pulses,37,4,0,14-35-14
25.06,64.02,38.39,black soil,Ground Nuts,26,3,22,DAP
26.79,62.91,25.01,loamy soil,Sugarcane,14,0,35,DAP
26.72,52.56,31.72,sandy soil,Paddy,12,0,41,DAP
22.39,61.19,37.56,black soil,Millets,21,4,21,14-35-14
30.98,72.26,70.0,sandy soil,Wheat,3,6,26,14-35-14
30.37,74.96,45.96,sandy soil,Maize,3,18,20,Urea
36.58,61.79,40.55,loamy soil,Maize,16,2,44,DAP
26.45,60.78,50.52,sandy soil,Wheat,18,0,24,28-28
25.6,52.6,54.46,red soil,Maize,13,0,13,Urea
35.57,72.13,33.41,red soil,Millets,35,2,0,Urea
33.06,60.37,69.48,sandy soil,Millets,12,0,39,28-28
29.39,53.28,40.12,loamy soil,Pulses,17,0,21,Urea
28.21,59.37,42.81,red soil,Paddy,46,4,4,17-17-17
35.57,60.63,45.71,black soil,Sugarcane,7,4,31,14-35-14
37.32,76.39,48.4,loamy soil,Cotton,9,20,18,28-28
40.0,56.27,40.77,loamy soil,Millets,13,2,37,Urea
39.82,70.94,30.3,loamy soil,Pulses,8,3,30,28-28
38.99,74.78,27.58,black soil,Paddy,9,0,17,Urea
27.9,58.51,31.93,red soil,Millets,36,3,3,20-20
33.88,68.15,42.03,sandy soil,Sugarcane,9,12,32,28-28
40.0,71.79,58.99,black soil,Sugarcane,19,1,39,14-35-14
30.18,53.72,36.61,red soil,Barley,10,0,14,17-17-17
32.53,56.27,29.85,clayey soils,Pulses,33,0,0,17-17-17
33.72,50.47,44.08,black soil,Pulses,11,0,16,10-26-26
31.86,51.97,62.52,black soil,Tobacco,5,11,33,28-28
34.28,52.14,44.07,black soil,Tobacco,39,4,0,10-26-26
25.94,60.8,62.34,clayey soils,Ground Nuts,11,0,19,Urea
26.63,56.66,45.46,red soil,Pulses,23,1,21,DAP
35.09,63.88,46.21,loamy soil,Cotton,26,4,25,20-20
32.66,59.08,54.63,red soil,Millets,14,2,9,Urea
34.76,67.48,24.8,loamy soil,Tobacco,34,0,0,17-17-17
31.21,56.6,34.03,sandy soil,Wheat,18,2,40,14-35-14
34.72,67.85,69.81,loamy soil,Barley,4,4,29,Urea
23.38,55.92,50.56,clayey soils,Wheat,7,20,19,14-35-14
30.14,55.49,45.37,clayey soils,Oil seeds,34,4,0,DAP
29.71,50.93,41.83,sandy soil,Wheat,12,4,39,14-35-14
30.88,51.0,46.08,red soil,Millets,8,5,27,28-28
31.28,68.41,27.47,black soil,Oil seeds,19,0,25,10-26-26
32.92,77.29,48.08,clayey soils,Paddy,11,14,22,10-26-26
25.87,69.73,28.7,clayey soils,Wheat,16,2,40,17-17-17
30.53,63.85,56.3,sandy soil,Barley,39,1,1,20-20
37.03,69.99,42.75,clayey soils,Paddy,39,0,0,14-35-14
37.38,70.59,66.29,sandy soil,Maize,8,2,17,20-20
28.44,55.23,33.64,red soil,Ground Nuts,24,0,17,10-26-26
24.57,49.59,48.59,sandy soil,Ground Nuts,25,0,19,17-17-17
25.23,48.23,21.3,black soil,Maize,13,17,13,Urea
30.98,60.86,33.37,red soil,Oil seeds,12,0,44,20-20
28.45,55.92,48.02,black soil,Cotton,18,2,19,17-17-17
22.21,43.72,21.74,clayey soils,Oil seeds,14,15,14,Urea
36.2,55.53,54.66,clayey soils,Sugarcane,12,1,37,10-26-26
32.48,64.01,50.17,loamy soil,Tobacco,11,1,39,20-20
29.67,60.0,70.0,red soil,Tobacco,13,3,8,Urea
30.62,59.17,45.5,sandy soil,Ground Nuts,36,0,3,20-20
29.51,55.64,28.32,loamy soil,Tobacco,16,0,33,Urea
29.64,54.26,30.97,black soil,Cotton,8,2,11,Urea
30.83,64.19,23.01,clayey soils,Pulses,8,2,27,Urea
34.15,50.64,39.17,loamy soil,Millets,41,0,0,17-17-17
32.54,52.1,29.86,sandy soil,Paddy,7,8,27,20-20
35.15,65.46,50.44,red soil,Pulses,24,4,19,Urea
32.88,70.34,29.01,loamy soil,Ground Nuts,7,0,41,14-35-14
32.26,57.08,42.58,clayey soils,Ground Nuts,35,0,0,Urea
28.94,60.34,31.18,loamy soil,Millets,12,4,36,17-17-17
24.61,43.14,27.28,red soil,Oil seeds,45,1,0,28-28
32.63,71.17,55.93,loamy soil,Millets,11,10,27,Urea
31.18,72.57,46.74,loamy soil,Maize,9,7,27,14-35-14
23.69,57.9,39.61,sandy soil,Cotton,6,11,31,14-35-14
32.48,53.65,28.91,clayey soils,Tobacco,41,3,0,17-17-17
28.7,53.21,40.31,sandy soil,Ground Nuts,26,0,14,14-35-14
32.8,71.66,44.08,red soil,Oil seeds,12,9,14,Urea
37.65,60.86,24.45,black soil,Maize,7,0,34,10-26-26
26.1,50.4,41.08,black soil,Oil seeds,3,16,17,28-28
31.22,74.54,61.36,sandy soil,Maize,9,0,38,Urea
36.78,69.9,38.86,red soil,Ground Nuts,13,1,37,DAP
38.75,58.17,52.93,loamy soil,Maize,33,0,3,28-28
29.13,47.06,44.06,red soil,Pulses,1,17,12,20-20
28.65,62.64,41.6,loamy soil,Pulses,30,0,1,DAP
20.54,40.79,56.58,clayey soils,Cotton,32,0,2,28-28
27.19,62.12,35.74,red soil,Cotton,45,0,0,Urea
29.74,53.77,40.06,red soil,Tobacco,41,2,0,17-17-17
33.98,67.67,62.06,black soil,Oil seeds,10,10,15,DAP
28.91,67.6,39.3,red soil,Pulses,9,4,12,DAP
26.09,50.03,60.84,sandy soil,Millets,10,17,15,20-20
29.22,54.96,70.0,black soil,Ground Nuts,32,0,0,10-26-26
27.68,66.84,28.69,black soil,Oil seeds,9,18,20,28-28
21.94,46.3,27.7,loamy soil,Sugarcane,10,0,14,14-35-14
32.27,54.7,59.44,sandy soil,Ground Nuts,9,2,39,DAP
29.59,47.26,67.15,loamy soil,Ground Nuts,36,0,0,14-35-14
38.97,61.93,48.53,black soil,Tobacco,37,0,0,DAP
40.0,63.37,45.26,sandy soil,Maize,36,0,0,14-35-14
32.81,73.39,41.77,sandy soil,Pulses,6,2,36,28-28
36.48,66.13,30.41,black soil,Cotton,13,4,9,DAP
31.25,67.15,42.57,sandy soil,Tobacco,45,4,1,17-17-17
24.83,57.76,31.75,sandy soil,Ground Nuts,17,0,23,14-35-14
29.72,53.18,42.19,sandy soil,Cotton,19,3,33,DAP
27.26,43.94,42.1,loamy soil,Paddy,22,0,21,14-35-14
34.34,55.85,27.98,black soil,Wheat,39,0,0,28-28
23.7,41.13,58.8,sandy soil,Ground Nuts,8,15,14,Urea
33.32,71.88,37.86,loamy soil,Sugarcane,8,4,32,20-20
27.34,55.87,43.75,clayey soils,Pulses,38,0,0,10-26-26
22.71,49.95,45.22,loamy soil,Tobacco,6,12,23,14-35-14
29.55,59.76,58.15,clayey soils,Wheat,12,0,12,14-35-14
33.39,53.49,50.08,sandy soil,Tobacco,13,5,17,28-28
31.64,68.77,39.39,sandy soil,Ground Nuts,37,0,0,20-20
23.18,46.72,29.53,black soil,Paddy,16,17,7,17-17-17
24.94,66.7,66.09,sandy soil,Pulses,7,0,10,17-17-17
21.74,44.09,59.39,sandy soil,Barley,10,17,19,Urea
30.28,63.74,54.26,loamy soil,Pulses,35,0,0,17-17-17
23.22,49.73,51.54,clayey soils,Pulses,20,0,22,20-20
29.69,47.64,46.87,clayey soils,Ground Nuts,25,3,20,14-35-14
35.79,55.43,70.0,black soil,Maize,15,7,16,DAP
38.68,77.89,35.76,loamy soil,Maize,10,11,26,14-35-14
34.07,60.31,40.04,red soil,Barley,13,0,40,20-20
29.16,66.79,59.72,sandy soil,Ground Nuts,22,0,22,17-17-17
36.5,69.77,62.08,loamy soil,Ground Nuts,12,2,44,10-26-26
27.05,63.35,58.77,red soil,Paddy,7,17,13,DAP
31.49,71.13,61.76,black soil,Barley,10,0,33,28-28
30.84,59.19,45.38,loamy soil,Wheat,21,0,23,14-35-14
34.3,52.7,60.28,sandy soil,Wheat,9,8,25,20-20
31.13,73.3,29.78,loamy soil,Barley,3,3,29,DAP
28.87,58.01,36.28,sandy soil,Tobacco,28,2,20,20-20
36.02,63.58,41.22,red soil,Tobacco,8,4,13,14-35-14
35.93,59.27,55.76,sandy soil,Oil seeds,35,4,0,DAP
32.15,54.75,62.62,loamy soil,Cotton,12,2,38,DAP
23.42,58.34,36.7,clayey soils,Millets,43,4,2,28-28
24.23,54.91,32.3,loamy soil,Maize,10,20,17,20-20
28.51,48.44,45.73,black soil,Cotton,12,1,33,Urea
32.06,55.34,56.8,sandy soil,Paddy,14,0,36,DAP
31.18,54.19,43.3,loamy soil,Tobacco,40,0,0,17-17-17
33.59,54.6,51.9,loamy soil,Barley,10,0,45,Urea
30.36,59.8,70.0,red soil,Millets,17,0,31,Urea
28.79,64.17,68.25,sandy soil,Tobacco,7,14,26,20-20
28.74,44.89,43.99,black soil,Cotton,18,1,22,14-35-14
32.33,48.88,31.39,black soil,Sugarcane,32,2,0,DAP
39.12,61.14,51.1,red soil,Millets,12,20,21,Urea
34.71,54.08,46.09,loamy soil,Millets,11,0,12,Urea
30.34,64.88,34.89,sandy soil,Barley,14,0,9,17-17-17
27.59,52.12,42.52,red soil,Tobacco,12,3,40,17-17-17
35.14,69.39,45.5,black soil,Wheat,12,0,39,Urea
29.61,55.37,42.37,clayey soils,Barley,44,0,4,10-26-26
27.8,61.15,38.19,black soil,Tobacco,16,0,40,14-35-14
39.34,73.55,37.74,sandy soil,Barley,12,1,41,10-26-26
25.49,58.9,27.75,sandy soil,Maize,10,0,10,10-26-26
30.35,62.68,46.39,black soil,Cotton,38,0,1,20-20
29.31,65.11,40.63,black soil,Tobacco,20,0,23,14-35-14
30.84,76.53,34.0,loamy soil,Cotton,11,0,39,Urea
34.51,54.23,48.09,loamy soil,Sugarcane,21,0,23,DAP
29.97,59.98,41.02,loamy soil,Tobacco,21,2,24,10-26-26
29.54,46.05,47.43,clayey soils,Maize,10,22,13,10-26-26
29.6,65.96,27.64,sandy soil,Maize,18,2,21,DAP
32.18,62.78,23.55,loamy soil,Pulses,4,4,30,20-20
32.29,62.31,33.23,sandy soil,Tobacco,39,4,1,10-26-26
36.35,69.02,43.17,loamy soil,Sugarcane,11,14,18,28-28
37.33,59.48,53.07,clayey soils,Wheat,14,0,38,DAP
38.06,52.11,41.53,clayey soils,Ground Nuts,10,4,43,14-35-14
29.52,68.99,56.83,sandy soil,Paddy,14,3,33,20-20
40.0,78.86,52.13,clayey soils,Sugarcane,10,9,28,17-17-17
22.07,51.67,51.97,clayey soils,Tobacco,20,0,26,14-35-14
30.67,50.16,40.76,black soil,Cotton,14,0,10,17-17-17
25.98,62.89,61.12,red soil,Oil seeds,11,5,34,10-26-26
29.25,53.85,33.95,red soil,Maize,18,1,20,14-35-14
26.51,60.56,35.77,loamy soil,Barley,10,0,9,DAP
26.7,52.31,61.77,clayey soils,Sugarcane,10,6,29,DAP
25.95,62.86,51.74,clayey soils,Oil seeds,21,0,25,20-20
24.2,60.2,34.14,loamy soil,Oil seeds,19,4,27,28-28
23.0,52.82,37.28,clayey soils,Millets,24,0,28,DAP
31.77,57.58,49.46,sandy soil,Sugarcane,10,0,11,20-20
30.35,73.19,41.73,sandy soil,Ground Nuts,3,21,21,17-17-17
32.72,56.31,41.59,sandy soil,Paddy,9,0,9,17-17-17
32.17,56.59,62.96,clayey soils,Oil seeds,11,10,26,28-28
29.6,58.17,40.56,red soil,Millets,17,4,38,DAP
29.06,62.14,45.05,red soil,Ground Nuts,3,18,16,28-28
25.43,50.72,42.78,clayey soils,Sugarcane,44,0,2,Urea
31.93,61.7,61.0,loamy soil,Pulses,3,11,29,17-17-17
38.76,72.35,28.4,black soil,Pulses,18,0,16,28-28
22.95,47.87,42.49,red soil,Sugarcane,7,14,17,14-35-14
35.14,69.77,31.06,sandy soil,Ground Nuts,18,0,20,10-26-26
22.81,48.89,28.47,loamy soil,Maize,16,0,11,20-20
38.07,62.7,66.49,red soil,Maize,31,0,0,20-20
24.17,62.74,42.08,black soil,Wheat,39,0,3,17-17-17
29.03,66.58,27.4,loamy soil,Ground Nuts,39,0,4,28-28
37.98,57.42,48.64,loamy soil,Pulses,4,0,8,10-26-26
24.2,63.32,30.41,red soil,Sugarcane,14,21,16,17-17-17
39.47,72.83,59.41,sandy soil,Tobacco,13,1,40,28-28
32.72,59.26,37.37,loamy soil,Millets,38,2,4,10-26-26
23.61,40.7,39.71,clayey soils,Paddy,6,18,12,14-35-14
24.04,65.32,45.42,clayey soils,Ground Nuts,7,0,11,20-20
26.11,65.75,70.0,red soil,Tobacco,5,8,26,17-17-17
32.02,53.18,50.78,sandy soil,Cotton,21,3,17,Urea
29.17,59.16,55.51,loamy soil,Wheat,14,18,8,14-35-14
28.74,54.8,58.08,black soil,Millets,12,0,7,14-35-14
28.05,53.77,30.81,loamy soil,Pulses,35,4,1,20-20
30.96,57.8,42.72,red soil,Sugarcane,39,3,0,14-35-14
32.12,70.24,29.28,red soil,Barley,10,0,35,20-20
31.52,56.11,29.79,clayey soils,Pulses,22,2,21,Urea
39.41,63.5,41.68,black soil,Oil seeds,17,0,10,10-26-26
24.4,59.68,29.94,clayey soils,Paddy,9,19,19,14-35-14
37.61,56.44,61.31,sandy soil,Maize,6,13,31,17-17-17
26.71,59.61,29.75,sandy soil,Barley,31,1,1,28-28
35.3,65.91,61.45,black soil,Pulses,38,2,4,28-28
26.25,48.11,47.36,clayey soils,Oil seeds,8,14,13,DAP
23.41,47.11,60.88,sandy soil,Maize,34,0,0,14-35-14
26.86,58.4,49.47,loamy soil,Millets,15,15,10,14-35-14
30.4,64.62,29.5,clayey soils,Pulses,23,0,22,20-20
31.84,63.65,43.05,clayey soils,Paddy,9,3,10,17-17-17
35.66,67.28,53.18,loamy soil,Paddy,9,15,21,10-26-26
32.88,53.21,20.0,black soil,Paddy,4,9,25,17-17-17
27.68,46.99,22.43,black soil,Barley,35,2,0,17-17-17
31.06,58.96,32.69,sandy soil,Millets,13,0,41,DAP
29.43,42.86,23.41,clayey soils,Cotton,14,16,12,DAP
33.89,55.98,45.78,sandy soil,Millets,10,7,32,20-20
37.59,73.0,62.01,red soil,Ground Nuts,13,0,37,10-26-26
27.06,58.24,46.67,sandy soil,Sugarcane,7,13,11,20-20
32.94,59.38,30.73,black soil,Paddy,38,0,0,14-35-14
28.39,51.88,59.74,loamy soil,Oil seeds,6,5,33,DAP
31.18,55.41,33.33,black soil,Barley,19,2,41,17-17-17
26.88,60.42,29.07,black soil,Barley,8,20,13,20-20
28.78,46.7,36.68,clayey soils,Tobacco,21,3,22,28-28
22.15,54.75,39.9,clayey soils,Barley,24,0,20,28-28
34.37,52.58,39.35,red soil,Paddy,5,13,10,10-26-26
38.93,72.2,68.8,red soil,Tobacco,16,4,36,Urea
33.86,61.51,60.88,loamy soil,Sugarcane,9,5,28,10-26-26
29.29,49.2,35.91,red soil,Cotton,16,1,40,10-26-26
26.65,61.13,36.81,loamy soil,Cotton,20,0,19,10-26-26
23.94,46.32,39.99,black soil,Millets,19,4,19,Urea
30.97,58.0,39.5,sandy soil,Millets,20,0,19,20-20
30.01,51.08,29.77,black soil,Tobacco,38,2,0,DAP
27.0,61.54,48.67,sandy soil,Sugarcane,22,0,23,17-17-17
23.87,50.93,44.6,clayey soils,Pulses,9,20,17,14-35-14
37.83,58.79,52.48,red soil,Barley,36,4,3,Urea
28.0,47.27,57.35,clayey soils,Tobacco,13,0,13,Urea
28.02,63.79,48.61,loamy soil,Oil seeds,9,0,8,17-17-17
29.13,67.17,44.42,black soil,Wheat,5,4,15,28-28
34.41,62.43,33.3,loamy soil,Barley,25,0,28,28-28
29.76,61.14,53.09,black soil,Pulses,3,13,32,DAP
25.61,56.5,60.49,loamy soil,Ground Nuts,13,0,40,10-26-26
22.49,46.82,30.38,black soil,Tobacco,33,0,0,Urea
29.13,46.65,36.41,loamy soil,Ground Nuts,5,12,19,14-35-14
31.29,60.08,42.87,red soil,Tobacco,18,2,28,17-17-17
38.61,69.3,41.21,black soil,Paddy,39,3,0,20-20
29.54,54.01,70.0,loamy soil,Pulses,15,4,30,DAP
34.72,64.79,24.84,clayey soils,Maize,24,1,16,20-20
33.47,61.96,52.46,sandy soil,Pulses,14,2,29,20-20
30.67,67.01,70.0,loamy soil,Sugarcane,9,0,36,28-28
23.84,40.88,64.6,black soil,Barley,11,1,12,Urea
35.5,64.73,50.91,clayey soils,Pulses,11,0,38,14-35-14
26.3,56.35,38.58,loamy soil,Sugarcane,39,0,2,14-35-14
21.44,43.3,36.7,sandy soil,Cotton,23,0,15,17-17-17
31.67,71.83,25.15,sandy soil,Sugarcane,42,0,0,20-20
34.02,65.9,36.28,clayey soils,Wheat,20,1,16,14-35-14
27.74,58.79,39.22,black soil,Wheat,7,8,31,28-28
34.47,62.06,31.47,clayey soils,Pulses,10,9,35,14-35-14
22.28,44.81,70.0,clayey soils,Oil seeds,8,4,9,28-28
32.67,66.69,70.0,red soil,Sugarcane,14,7,16,Urea
38.27,69.52,41.61,black soil,Millets,6,0,35,DAP
34.72,55.96,37.9,sandy soil,Sugarcane,9,1,18,10-26-26
24.93,55.08,70.0,red soil,Paddy,39,1,2,Urea
29.31,44.74,47.53,sandy soil,Millets,8,10,16,DAP
37.76,59.22,56.24,red soil,Pulses,15,0,37,17-17-17
27.61,57.05,25.26,red soil,Ground Nuts,18,0,37,20-20
24.83,54.72,32.76,black soil,Oil seeds,32,4,4,10-26-26
33.76,53.8,61.55,black soil,Wheat,10,5,35,DAP
40.0,60.45,33.52,black soil,Cotton,7,0,41,17-17-17
36.02,74.78,38.64,loamy soil,Barley,18,4,20,14-35-14
29.17,58.72,20.0,clayey soils,Oil seeds,12,9,34,10-26-26
29.35,51.42,70.0,red soil,Sugarcane,37,0,0,28-28
32.78,63.54,36.29,red soil,Pulses,25,1,24,17-17-17
33.16,56.99,39.99,red soil,Pulses,16,2,9,14-35-14
32.62,52.77,37.75,red soil,Maize,19,3,33,Urea
32.78,73.78,36.5,sandy soil,Wheat,1,17,16,Urea
22.5,43.53,24.16,loamy soil,Sugarcane,38,0,0,10-26-26
30.9,58.59,38.32,black soil,Barley,13,0,40,20-20
34.54,55.21,45.01,sandy soil,Paddy,8,2,13,20-20
21.41,53.24,26.72,loamy soil,Ground Nuts,21,0,17,14-35-14
29.97,69.39,25.39,red soil,Pulses,37,4,0,10-26-26
25.29,61.48,27.71,red soil,Paddy,7,6,32,Urea
32.78,68.98,42.07,red soil,Maize,6,9,30,14-35-14
27.38,50.06,24.55,black soil,Pulses,43,0,0,20-20
34.33,67.03,36.49,red soil,Ground Nuts,5,16,22,DAP
20.45,45.71,55.91,red soil,Tobacco,40,0,0,DAP
33.66,76.53,54.93,black soil,Millets,41,0,0,DAP
27.79,51.33,28.88,loamy soil,Maize,42,3,0,20-20
30.52,54.99,69.02,loamy soil,Millets,43,2,0,10-26-26
28.83,64.74,44.66,red soil,Sugarcane,39,0,0,28-28
31.78,66.32,62.44,red soil,Paddy,19,0,22,17-17-17
28.49,61.78,47.46,sandy soil,Maize,35,0,0,14-35-14
26.7,61.16,69.76,black soil,Wheat,8,5,28,17-17-17
23.59,48.13,28.61,sandy soil,Sugarcane,40,0,1,DAP
32.73,67.1,34.06,loamy soil,Barley,8,0,6,28-28
33.44,67.04,56.66,loamy soil,Pulses,7,4,29,10-26-26
27.3,58.19,21.84,loamy soil,Paddy,8,5,34,DAP
30.79,53.82,68.44,loamy soil,Paddy,11,12,31,14-35-14
28.67,55.3,38.91,clayey soils,Ground Nuts,6,20,14,10-26-26
26.88,59.5,33.0,black soil,Barley,13,1,11,14-35-14
25.28,48.16,60.97,black soil,Paddy,11,0,11,28-28
39.78,59.7,70.0,sandy soil,Pulses,12,4,38,DAP
25.07,48.14,38.76,clayey soils,Barley,4,13,24,Urea
28.53,58.99,66.34,red soil,Millets,32,4,0,14-35-14
23.38,59.24,45.99,sandy soil,Paddy,35,3,0,10-26-26
26.95,52.13,54.83,sandy soil,Tobacco,9,3,7,DAP
34.46,67.55,53.28,black soil,Maize,7,19,21,DAP
30.24,57.35,39.81,black soil,Maize,41,0,0,20-20
30.01,48.4,35.35,clayey soils,Cotton,6,5,25,17-17-17
34.19,69.83,62.1,sandy soil,Paddy,8,9,15,20-20
32.25,50.03,66.47,clayey soils,Cotton,10,14,28,14-35-14
33.16,66.73,50.78,loamy soil,Maize,21,0,24,28-28
37.12,70.82,39.36,black soil,Millets,10,1,10,DAP
32.23,69.85,66.56,black soil,Ground Nuts,4,13,30,Urea
38.56,68.08,57.75,sandy soil,Paddy,25,2,20,10-26-26
27.12,58.16,22.74,black soil,Cotton,40,0,2,Urea
24.73,51.53,26.69,loamy soil,Wheat,13,2,38,17-17-17
29.05,63.39,46.94,loamy soil,Wheat,10,16,16,DAP
28.36,52.45,31.86,red soil,Pulses,24,0,15,14-35-14
37.97,57.61,56.51,loamy soil,Wheat,4,9,32,DAP
31.75,49.36,57.18,clayey soils,Wheat,15,2,33,14-35-14
39.48,79.62,45.0,red soil,Maize,38,0,1,17-17-17
31.73,51.04,30.08,loamy soil,Tobacco,10,4,37,DAP
32.2,72.21,60.57,loamy soil,Barley,35,3,0,10-26-26
33.52,56.48,24.69,sandy soil,Wheat,41,0,0,DAP
35.4,66.88,56.01,clayey soils,Pulses,20,0,22,20-20
28.75,56.3,63.61,sandy soil,Millets,6,16,12,Urea
27.28,44.46,51.74,clayey soils,Oil seeds,8,0,32,14-35-14
33.78,69.12,20.23,loamy soil,Ground Nuts,42,0,1,20-20
28.26,60.74,38.67,red soil,Ground Nuts,11,0,34,14-35-14
32.33,64.89,54.65,loamy soil,Ground Nuts,39,4,0,Urea
39.82,68.1,26.42,red soil,Paddy,10,3,10,17-17-17
23.86,58.39,20.05,loamy soil,Oil seeds,16,3,11,17-17-17
22.59,56.96,27.15,red soil,Barley,16,0,45,10-26-26
25.76,66.93,23.29,red soil,Ground Nuts,10,2,34,DAP
24.38,52.1,61.63,black soil,Wheat,6,0,17,DAP
24.99,61.19,45.63,black soil,Sugarcane,8,9,26,28-28
